Name,id_Number,ExposureTime
Jessie Deegan,32510193405088124,14.0
Leah Wright,42930194409012671,14.0
Merri Jackson,99093199609022725,14.0
Florence Dennis,41358194405256226,14.0
Byron Burton,35690201508151633,14.0
Dan Wineman,10338201710279732,14.0
Norma Lawless,34676197804137120,14.0
Melissa Judkins,64888195901211208,14.0
James Robles,39686193705102199,14.0
Alia Powell,22761194309084986,14.0
Mary Petty,62478194603233514,14.0
Brian Nickerson,92985195409132576,14.0
Carl Rayford,22729198012306642,14.0
Charles Griffin,22912195410115421,14.0
Cassandra Kinnamon,64103199601271068,14.0
Norene Stanford,95008201808063712,14.0
John Duff,80080195512069099,14.0
Joel Reedy,73630193601026169,14.0
Amy Lucky,14018198404199824,14.0
Walter Toler,14130196209237274,14.0
Denise Veach,61873200411226566,14.0
John Watkins,43818201908152442,14.0
James Means,50255198111019854,14.0
Charles Holden,88293199802122257,14.0
Christina Hixson,59312198303022130,14.0
Janet Harper,68401201205057102,14.0
Vina Stephen,33620200805031330,14.0
Robert Lyle,88250200203052972,14.0
Richard Block,88069198809087059,14.0
Margery Mowatt,87800197004117371,14.0
Eric Staggs,86971196611241212,14.0
Amanda Smeltzer,26049201103157591,14.0
Nancy Johanson,30380193804102007,14.0
Micheal Martinez,72164201712035448,14.0
Ashley Dragon,32645196510205554,14.0
Elaine Cregan,48105198703295776,14.0
James Henry,74290196801195510,14.0
Jason Graves,76130200911287551,14.0
Lynsey Sawyer,46627199006304799,14.0
Kayla Vega,67254199410276963,14.0
Donald Francis,76610194907163679,14.0
Michael Martin,86468196908168251,14.0
Roy Ross,23688197511078381,14.0
Janice Dronet,13014199807232194,14.0
Lenora Matthews,72459193404109143,14.0
Ralph Foreman,68182197302096015,14.0
Sherri Howard,22593198807237709,14.0
Carmen Lockett,70396201308245089,14.0
Carlton Butler,51037196401101207,14.0
Doris Oliver,30246197401125953,14.0
Lucille Mccoy,28302199201268777,14.0
Lillian Patterson,52787196904271178,14.0
Pamela Bailie,96587195410074531,14.0
Mark Lawson,27310199201241017,14.0
Jacqueline Monroe,93136197404085368,14.0
Stephen Fullerton,70094193806183899,14.0
Carlene Taylor,98576194110116649,14.0
Reina Tate,71552198504118127,14.0
Jesus Fennel,67489194605141663,14.0
Shari Graham,47312195910192635,14.0
Jayne Gray,73616198907068913,14.0
Clara Marcinkowski,53989200502183892,14.0
Nicole Carrillo,48061196804301963,14.0
Ninfa Caywood,95975193107039773,14.0
Jose Harpster,29534196603193259,14.0
Josephine Meyer,88590199708258076,14.0
Phyllis Allen,78461194907203689,14.0
Paul Meekins,86807200203287098,14.0
Michael Null,90253193705152146,14.0
Rosa Kerr,29276195612097645,14.0
Lauren Acosta,27781201403315774,14.0
Kenneth Bennett,73648193310197469,14.0
Daniel Wyman,96593195001295185,14.0
Jessica Panter,39986194203089204,14.0
Isaac Jones,99771196006181281,14.0
Norma Nelson,74342196604221087,14.0
Andrew Carpenter,18835196301191296,14.0
Tony Newcombe,44278200309111870,14.0
Christopher Youngblood,64829193809054787,14.0
Jo Quarles,64379200008182544,14.0
John Johnson,70404196706267009,14.0
Jane Black,50114201312096900,14.0
Teresa Morris,31770199609231837,14.0
Julie Allen,72773194505117847,14.0
Andrea White,15357195901074171,14.0
Michael Barber,80317194708222723,14.0
Joshua Huffman,43168199010217895,14.0
Terra Berger,49466198902031781,14.0
Sidney Evans,95179198312233752,14.0
Ronald Widger,70703194501027223,14.0
Lisa Murguia,65371199506023376,14.0
Charles Tillman,24080195106166505,14.0
John Peters,69694198210122518,14.0
Carol Mcgrath,54718196307087527,14.0
Max Mackay,36395198902111759,14.0
Donna Walters,99070193004288060,14.0
Laura Webb,31243194305053599,14.0
Leon Guthrie,17754198608068656,14.0
Mike Shelman,98149198809277560,14.0
Johnson Mendez,21918196506165459,14.0
Kenneth Whitehead,17336200807033219,14.0
Deana Stindt,95380199412055975,14.0
Shirley Melendez,38637200605121086,14.0
Maria Pomeranz,22248196603073839,14.0
Danny Mora,91887199610269234,14.0
John Lopez,40496200001266437,14.0
Connie Ohler,82387196907101394,14.0
Kenneth Rogowski,61289198607238229,14.0
Patricia Marks,57757198008291029,14.0
Gladys Ciaburri,28786200101276766,14.0
Mary Mcclure,11134200406178722,14.0
Leigh Usry,10948196811268103,14.0
Virginia Hansell,97026201909018454,14.0
Cynthia Phillips,19349198406086237,14.0
Ray Frank,14481201305227581,14.0
Philip Goyco,67042194105187705,14.0
Charles Richardson,54085193209236709,14.0
Phillip Gustafson,95907201311188629,14.0
Jeff Jarosz,10889193101102099,14.0
William Reale,12229198106308575,14.0
Edward Smith,78680196304169475,14.0
Berta Hernandez,31237195901109924,14.0
Olivia Wares,79121197703283803,14.0
Stacey Simmons,42644196807175527,14.0
Juan Liriano,37446194701276061,14.0
Kelly Paquette,96511200512199979,14.0
Phyllis Head,10241198209202827,14.0
Richard Franklin,38406199509105881,14.0
Gregory Campbell,20660193307076283,14.0
Maria Rudd,47332195702241785,14.0
Amber Tackett,35951194611175722,14.0
Stephanie Gilreath,70130195508186267,14.0
Katherine Cheney,41438193503207662,14.0
John Blanton,53069197712129491,14.0
Donald Higgins,68244193711119077,14.0
John Herman,29803200103237566,14.0
Susan White,91872196105131485,14.0
Janette Jones,53006196606271246,14.0
Brenda Howzell,45215200007099120,14.0
Monica Reid,81614197302015356,14.0
Marcela Tobias,79470198507164653,14.0
Daniel Borgman,39107199802204309,14.0
Ann Chesley,60280199910312625,14.0
Frank Murphy,55070196106207275,14.0
Jacqueline Philbeck,60670196309207167,14.0
Garfield Lischak,41030195005157833,14.0
Jan Robinson,50353201407251595,14.0
Gregory Harding,86772200209027731,14.0
Thomas Taylor,49468197904264682,14.0
Paula Reimold,34545196012304623,14.0
Philip Chen,34290199303135883,14.0
Bertha Bashore,98021196109234953,14.0
Julia Schwarz,40484195710315968,14.0
Mable Howell,12500200012163046,14.0
William Moore,52552194004157166,14.0
Barbara Johnson,43807201103087249,14.0
Richard Montgomery,58489193807228907,14.0
Dawn Lacy,54894194809042336,14.0
Jodi Kennedy,31938199806145372,14.0
Donald Fogarty,97213201508076408,14.0
Kyla Schiefelbein,92560193412146492,14.0
Scott Hudson,51849193005159948,14.0
Harris Thorngren,19060199603239152,14.0
Domingo Guzman,53026194902101008,14.0
Kenneth Shockey,57666193410313877,14.0
Samantha Terp,31382201802288574,14.0
Steven Hausman,10358195911018168,14.0
Daniel Peters,80858199705293724,14.0
Gayle Mays,12567201810104544,14.0
Martha Bolin,48423199507102892,14.0
Steve Woods,32384197810262229,14.0
Angela Smith,52558194504078785,14.0
Janice Wade,91894199803044153,14.0
Lynn Carathers,92103197308283167,14.0
Lloyd Holbrook,21995198006041592,14.0
Howard Evans,17100193910218352,14.0
Michael Austin,81415199704308772,14.0
Samuel Battle,11690198609183871,14.0
Dean Smith,92474198307025535,14.0
Nathan Bales,36852195101164013,14.0
Jennifer Watson,40215201104051188,14.0
James Hayes,95970194510079853,14.0
Naomi Mccabe,71311197310114232,14.0
Myra Klingenberg,72885199310061151,14.0
Dianne Mccormack,73455195107025491,14.0
Elizabeth Munoz,15429200605138560,14.0
Carol Bryant,76691193911099441,14.0
David Jeffries,47598195603183229,14.0
Matthew Folk,19994194006083109,14.0
Cari Daniel,91374199203293079,14.0
Leroy Weatherspoon,65667196803307647,14.0
Suzanne Eaton,31784193605032874,14.0
Paul Berson,27116196903314897,14.0
Joan Lilly,62164200605119927,14.0
Julie Garcia,85971200306119739,14.0
Gordon Morrison,78386199703235421,14.0
Dorothy Coleman,40869199502049167,14.0
Bernard Cunningham,26170201104202583,14.0
Michael Hudek,48976200001303084,14.0
Cherie Hernandez,99520197608066997,14.0
Ronald Arguello,90548198507214032,14.0
Justin Hodde,37227198903014637,14.0
Elmer Chandler,69609201408297030,14.0
Alma Lee,30445193901013227,14.0
Wayne Byrd,36729194312209119,14.0
Joann Malott,68372196412205930,14.0
Marie Gordon,66956194009174795,14.0
Karen Pearce,13131200601034914,14.0
Larry Ospina,19675197606072919,14.0
Susan Dickman,37026193510108444,14.0
Jonathan Rosario,51826193903251291,14.0
Tammy Henderson,36842195312095556,14.0
Renee Chavarria,86435194006253851,14.0
Thelma Martinez,47374200005276652,14.0
Leah Schmidt,69922193409147717,14.0
Hana Ely,12178196709262147,14.0
Lorena Fuller,45404199407294559,14.0
Marjorie Ezell,19680193202116393,14.0
James Brundidge,43156193509183083,14.0
Lila Meadows,79605195711068301,14.0
Randy Pearce,16954199809135858,14.0
Jose Partida,59458194603318889,14.0
Emily Vasser,84062199805237022,14.0
Frank Dinan,13550194204141037,14.0
Robert Hall,83966194907312509,14.0
Maria Eddy,14474199110109146,14.0
Gerard Gillenwaters,31783198102075057,14.0
Philip Bertram,88363198503141875,14.0
Kristy Lokke,89613197608146357,14.0
William Heaney,55739200106074283,14.0
Ronald Hemming,58529194108037362,14.0
Carmen Crawley,78007197605056289,14.0
Shirley Berman,22685199205221510,14.0
David Chamberlain,27850199410011615,14.0
Paul Griffith,17470195911205301,14.0
Jason Mason,28978197308205279,14.0
Leonardo Parent,21096199507068982,14.0
Odell Look,31513200811193247,14.0
Iola Mangan,23830200208234919,14.0
Jon Morton,22057194103026834,14.0
Hannah Moore,72417196310045723,14.0
Christina Robitaille,14346193209215064,14.0
Cecile Lederman,85479194908187418,14.0
Anna Vandevelde,78073195804191729,14.0
Amber Rogers,65558198209045151,14.0
Karen Traylor,53539195102262950,14.0
Laura Kinney,14339197301286594,14.0
Elizabeth Latham,50065200302092740,14.0
Francisco Fritts,73694198006195117,14.0
Lisa Gagne,84136200904179160,14.0
Vicki Wyman,58392199407177175,14.0
Bessie Benson,65045196309042239,14.0
Michael Kessinger,52216195807087611,14.0
William Curley,94132193807089037,14.0
Amos Raspberry,11446196712315402,14.0
Barbara Ulibarri,19498199401133039,14.0
Margaret Taylor,29015197909225672,14.0
Brandon Oxford,11449197011123397,14.0
Christy Martinez,30636195505316150,14.0
Linda Ware,87774193809097201,14.0
David Mcclellan,64766199009047142,14.0
Jessica Mcdermott,74039193508306516,14.0
Christopher Elmer,80100193311024524,14.0
Rex Long,34366198611298589,14.0
Michael Hudson,59014198307127548,14.0
Timothy Bass,92270196505183962,14.0
Beatris Gonzalez,63383197412239663,14.0
Krista Roy,55609199512054358,14.0
Justin Jimenez,53471199301261529,14.0
Richard Coe,61226199807149897,14.0
John Schweizer,68176197909266731,14.0
Sarah Sandoval,99218198309267387,14.0
Carrie Arroyo,29653200512297403,14.0
Marie Vahle,31695200211293848,14.0
Tamika Kendig,19804194402207933,14.0
Laurie Sanchez,83707195108306594,14.0
Joanne Ochoa,74852197803097533,14.0
Alexandra Brill,58178199002066352,14.0
Catrina Archie,83599201011228335,14.0
Charles Lowery,25024197109198844,14.0
Thomas Barber,22760193604197124,14.0
Elizabeth Anthony,33039198012258082,14.0
Robert Goss,34102193111125214,14.0
Heidy Bailey,81521200905229600,14.0
Cathy Esquibel,18043197003224108,14.0
April Savage,46329195906266590,14.0
Lourdes Carter,79121197205137329,14.0
Daniel Grosz,39935196411226628,14.0
Donna Hoeft,47057200306269709,14.0
Kenneth Glover,29135198112141577,13.0
Roxie Ross,55792193006153345,13.0
Erin Small,55705201204178010,13.0
Randy Long,64751196008209079,13.0
Bonnie Knows,53645193008286258,13.0
Loretta Drake,10812196209104089,13.0
Kim Daniels,53495196609165116,13.0
Steve Morales,43053200211211501,13.0
Lisa Lee,13184200211074655,13.0
Danna Mccoy,81919200102108202,13.0
Mary Kilker,71814198603017671,13.0
Megan Fortune,17388195504224572,13.0
Lisa Anthony,71605195601024268,13.0
Gregory Hurley,15361200311111816,13.0
Jennifer Stockdill,88241197908173136,13.0
Maurice Windle,60411197704269232,13.0
Dwight Paiz,46362199311162831,13.0
Leon Barkley,44163194610201705,13.0
Luciana Lopez,75835199709097128,13.0
Jessica Antoine,57437199702179915,13.0
Valerie Johnson,35250197810199171,13.0
Patricia Rose,78671200102082631,13.0
Aisha Watkins,87779198007082451,13.0
Boyd Shull,17671195807264834,13.0
Charles Fernberg,99571198301176405,13.0
Bobbie Norris,74055201308055350,13.0
Kenneth Braswell,46995197202105221,13.0
Marilyn Bijou,63689196509105727,13.0
Thomas Driver,66469194305289510,13.0
Eleanor Simmons,90034201509283756,13.0
Rose Wickline,27050195902038530,13.0
Jacques Shelton,47490201705266271,13.0
Deanna Schmidt,18699198511169932,13.0
Heidi Wilson,58189193707075100,13.0
Joanna Garcia,47153199704248988,13.0
Christopher Watkins,98369197811104962,13.0
Robert Farrior,97418197210277153,13.0
Edward Dodge,14344193109019932,13.0
Maria Tisdale,29627200606139185,13.0
Maria Varela,77307199207197995,13.0
Antoinette Kanne,74004194210179771,13.0
Janice Girard,28551197811147953,13.0
Donald Luna,45543201604123760,13.0
Terri Reed,94351201903308579,13.0
Diana Burt,91548198809045628,13.0
Joseph Hefferman,64318200002182648,13.0
Amber Stuber,18394198312157228,13.0
John Mccutcheon,99122199610193900,13.0
Dorothy Wesley,98276200404297776,13.0
Alexander Jones,21404198303185295,13.0
Shawn Pineda,21797199811024267,13.0
Brent Mutter,73077201602028625,13.0
David Carpenter,39565198202157415,13.0
Joe Heskett,94860199710224020,13.0
Judith Jenkins,10553198805072792,13.0
Joshua Forrest,20360199703236884,13.0
Holli Brownfield,50324197301111724,13.0
David Ryant,61738201312122909,13.0
Eva Perez,12674194103159893,13.0
Cathie Klett,40068201710141365,13.0
Anita King,66921197110206577,13.0
Kevin Fortin,27847200210057434,13.0
Victoria Sansone,47871194607033109,13.0
Clint Hoffman,73268199712207886,13.0
Richard Wolfe,12242200908241320,13.0
Angela Morrison,14325200811116140,13.0
Ashley Mendiola,37678198509124837,13.0
Richard Marton,27503194504185154,13.0
Linda Reich,76327199511173324,13.0
Richard Shin,31106198805096893,13.0
Myrtle Mccray,93424200007088820,13.0
Mildred Orr,48350197909021204,13.0
Carol Barrera,23435201711183081,13.0
Ryan Hinze,73946194211033483,13.0
Samuel Hollar,61670199407221040,13.0
Pamela Granger,93071199708128774,13.0
Michael Martinez,68843193201117395,13.0
Mary Regan,40704197205302976,13.0
Hermina Robbins,81342202005124633,13.0
Paul Lindsey,17755197209146974,13.0
Gary Robinson,34958193211289400,13.0
Debra Baggett,80611200005136026,13.0
Shannon Picton,59539199305196177,13.0
Cynthia Wilson,56016201706112323,13.0
Misty Patterson,69989200212271846,13.0
Marguerite Lent,81337200707058224,13.0
Myrtle Senteno,26740193105068714,13.0
Dennis Angel,49101193312044188,13.0
Claude Harris,85170198403032172,13.0
Carmen Mayo,20357194810185214,13.0
Robert Teeter,63885198807217079,13.0
Lori Faulkner,59183194205314375,13.0
Elsie King,40493194901021926,13.0
Stephanie Hawkins,74612200003179001,13.0
Micheal Brown,40838194407086106,13.0
Paul Valdes,37088200911308553,13.0
Casey Stigers,83301199610177801,13.0
Mary Smith,89975201011184221,13.0
Jackson Thomas,77207199204093112,13.0
Leo Voss,98630200701319236,13.0
Pablo May,65688193811053709,13.0
Kaitlin Gary,75394197805211902,13.0
Joseph Smith,98108201608148624,13.0
Joyce Peters,27727199911022968,13.0
Lawrence Lohman,86266201608012919,13.0
Hugh Hayes,36348201306016006,13.0
David Sims,84619193702121128,13.0
Mary Owens,24071198109173979,13.0
Betty James,37427195001147585,13.0
Roger Nappi,67362193808182816,13.0
Tracy Allen,22701194601055205,13.0
Loren Kenny,77431198701053552,13.0
Annie White,46530198602086024,13.0
Michelle Blandon,87509200609081836,13.0
Douglas Rode,10881199912249385,13.0
Charles Taylor,56993198501289824,13.0
Katherine Walls,74383202005091273,13.0
Wayne Russ,26870197011111421,13.0
Carrie Gronewald,68705199105101227,13.0
Carol Hall,27796196611159352,13.0
John Pate,33874194506227819,13.0
Evan Strong,93746194008071849,13.0
Timothy Dibble,47306200512175456,13.0
Eboni Porter,32535194507196095,13.0
Christopher Wilkins,79859201701101868,13.0
James Cobb,77213193805075744,13.0
Laura Yip,59156198012139687,13.0
David Peterson,14655194007048053,13.0
Evan Mayfield,43168194010062616,13.0
Alba Fox,32494198711091445,13.0
Jesus Shomo,21966195410216172,13.0
Richard Herring,16269201911093454,13.0
Kevin Williams,79389194605196400,13.0
Carla Juarez,34327199603304162,13.0
Mabel Burroughs,42165197011165475,13.0
Lisa Walker,11699198402209679,13.0
Joanne Parker,98314199611109145,13.0
Robin Cable,92655196812138856,13.0
Adam Leich,74230198911052626,13.0
Pedro Mccord,17139199008184613,13.0
Marylin Madsen,56917196301134960,13.0
Monica Ash,44953197610235231,13.0
Letha Doyle,15656196105296778,13.0
Harry Matyas,14895196508251097,13.0
William Aleman,65195197807034477,13.0
Joel Berg,47856200504176091,13.0
James Hernandez,43607199008011024,13.0
Shelley Hunter,18932200612318437,13.0
Joanna Mcelhaney,50085197010262498,13.0
Jennifer Campbell,97772193812186793,13.0
Joy Gean,65593193309278237,13.0
Diane Venema,38579200006063590,13.0
Antonio Souza,47049200112128566,13.0
Yanira Cavazos,66064195402145612,13.0
Natasha Breiter,39256199706023647,13.0
Ann Brown,98082193411113789,13.0
Delora Osborne,26820200912271367,13.0
Mae Sokolowich,18196197611153626,13.0
Blanche Parsons,98571195311224762,13.0
Mittie Bradford,82797201810285775,13.0
Ronald Jeffers,86405198404088840,13.0
James Comley,97717199701017057,13.0
Maritza Clouse,59538193103227263,13.0
Byron Kennedy,91312193212219897,13.0
Bonnie Kelly,16310198608078531,13.0
Zachary Johnson,39498195504195274,13.0
Barry Caspari,88808201502207338,13.0
Jodi Peoples,33452200203135408,13.0
Dorothy Wind,55371194311168094,13.0
Melanie Miller,62364194107086098,13.0
Danial Garner,22182196902252627,13.0
Jason Houk,92575194412102109,13.0
Thomas Lebron,37849200102148833,13.0
Douglas Paramore,25593201209098264,13.0
Henry Jennings,85207196505068358,13.0
Nyla Norris,35118198608275329,13.0
Frank Robles,41856199112313895,13.0
Tina Stowers,76413199608021629,13.0
Jane Gervais,86313199504173307,13.0
Angela Stripling,99113198304241250,13.0
Charles Castellano,62190199910195304,13.0
Melissa Creed,38631200106077823,13.0
Michael Nguyen,85671199101012871,13.0
Brandon Washington,42905195210099051,13.0
Johnathan Harris,33024201804233774,13.0
Jacob Bray,46527196804246070,13.0
David Fang,29896198807152437,13.0
Naomi Hewett,98472198510062481,13.0
Kristine Parrish,33792198704251691,13.0
Danelle Lewin,30782194911026914,13.0
Tina Wright,66698201103261892,13.0
Lula Adams,50813195603061066,13.0
Ronald Connor,91479197707267991,13.0
Latonya Beard,13086201001139981,13.0
Matthew Santamaria,77033196612042963,13.0
Mildred Ivey,85416198704175990,13.0
Bill Campbell,79806195211181183,13.0
Ramon Stout,27410197805194016,13.0
Frances Towns,14779198410123502,13.0
Linnea Harper,68687201504263060,13.0
Jason Hernandez,85094197310124389,13.0
Ethel Roberts,12218197507036480,13.0
Karin Holte,84051199403224708,13.0
Vincent Munford,29646199403047662,13.0
William Lomax,84111196208162476,13.0
Barry Rosario,74055196102198818,13.0
Robert Rivers,21314196301115818,13.0
Barbara Bourbeau,50261194804084002,13.0
Eric Obleton,95384199405261038,13.0
Deborah Drye,44424193908019046,13.0
Giuseppe Burns,53767196205013472,13.0
Daniel Murphy,51379193406302090,13.0
Craig Winters,79157194403303988,13.0
Lottie Browning,43152195811249228,13.0
Terrance Tuggle,36159193808105221,13.0
John Feeley,32929196212121295,13.0
Hans Spellman,53544199812217110,13.0
Vincent Gionest,76671198002161284,13.0
Gary Sharpe,45195201912086148,13.0
Maegan Johnson,19689194103289660,13.0
Gregory Baxter,93523199607242035,13.0
Robert Love,40025201405116925,13.0
William White,89993198308102651,13.0
James Boardman,33322199502134269,13.0
Ethel Jude,48638198301294308,13.0
Jean Castiglione,62218197706232337,13.0
Tracy Lewis,72697200801223847,13.0
Bennie Kujawski,88181200006093519,13.0
Clara Berry,86540199301092879,13.0
John Boren,50833199010057161,13.0
Johnny Cooley,14769196511297893,13.0
Kevin Maher,63975199202105413,13.0
Lee Rodrigue,63865200303169630,13.0
Kimberly Bunch,85197196412314582,13.0
Manuel Engelhardt,85160201210114987,13.0
James Gunn,46477198805286400,13.0
Frank Covert,58890200901255142,13.0
Teresa Williams,30092199701051271,13.0
Krista Powell,63907199101138878,13.0
Shelley Short,43409196312277129,13.0
Robert Lansdell,44179194810221911,13.0
Michael Fields,95209197808301201,13.0
Antonio Mack,75154198602284294,13.0
David Thoennes,49978201601316825,13.0
Linda Mcginley,43651200305249588,13.0
Susan Perry,22346197607291027,13.0
Sanford Mucha,72665201403258527,13.0
Marlene Sampson,91174200301137582,13.0
Charles Clements,51602197406267934,13.0
Irene Gonzalez,95378198401171338,13.0
Maria Hanks,79720194210233710,13.0
Christine Fretwell,26986198206102196,13.0
Simon Srinivasan,97161199605038048,13.0
Jenee Rachel,10551197808293508,13.0
Joan Alvarez,23114196804248397,13.0
James Marshall,45493195005188682,13.0
Susan Bird,39355193001215108,13.0
Frances Hansen,36863201801143413,13.0
Dixie Goodwin,24928200503208242,13.0
Tina Tyner,58017201408254950,13.0
Elsa Mull,30967194311266876,13.0
Amy Dowell,21775200911287184,13.0
Shirley Vanwingerden,63648194603264083,13.0
Virginia Jeter,35816200505217282,13.0
William Schultz,89947201709063276,13.0
Justin Eller,90095195111296036,13.0
Luis Foster,84020195903105714,13.0
Donna Pasquale,99784194808121452,13.0
George Jones,63944200404261624,13.0
Donna Davis,96283202001307280,13.0
Kenneth Ulloa,74002193205269497,13.0
Rosa Pierce,99784201007292246,13.0
Gabrielle Christian,87291200410097794,13.0
Derrick Keener,74766200203069563,13.0
Miguel Wood,55964193012314472,13.0
Laura Durham,54938199108317999,13.0
Nancy Rodriguez,43285202002047011,13.0
Elia Nowakowski,94784198811254504,13.0
Sadie Dodson,28548198304078809,13.0
Cynthia Walters,18705196008163183,13.0
Sean Hawkins,83874198412103001,13.0
James Johnson,40114195403113629,13.0
Phyllis Wisbey,93990196807199629,13.0
Carol Turnmire,42791201001131557,13.0
George Alexander,51468199701184841,13.0
Nicholas Fair,73219195605264920,13.0
Carlene Sneller,72857195510117057,13.0
Geoffrey Valentine,28581198301282723,13.0
Juana Chapen,65348200006306372,13.0
Frank Seaberry,79126200211122790,13.0
Lewis Emberton,52318199601226773,13.0
Eric Webb,87648195011052927,13.0
Marie Mitchell,75522199812101676,13.0
Dallas Thompson,84665198302113880,13.0
Walter Bocook,75244195310149257,13.0
Jerome Velez,32202195212299156,13.0
Luis Reighard,39101198908099737,13.0
Barbara Riley,94296195304254536,13.0
Ruth Ford,14610198304164299,13.0
Carolyn Young,10554199007064852,13.0
Mario Wheeler,59557194705178930,13.0
Gloria Jackson,49720200501176665,13.0
Joann Hamlett,40013196010178593,13.0
Thelma Cambareri,51844194904283211,13.0
Joshua Stanley,12814196309088949,13.0
Stewart Dupuis,24598198611122405,13.0
Bruce Ellis,38808197802149552,13.0
David Edwards,16754199309014441,13.0
Ingrid Gentry,85722195103026428,13.0
Paul Vinson,83569193803014421,13.0
Debra Marcano,52300199111247927,13.0
Sarah Oakman,92990195402113313,13.0
Andre Smith,33602197209075382,13.0
Dorothy Conroy,82588198108254679,13.0
Dorothy Mcgee,22554198211047053,13.0
John Saldivar,18037201109097265,13.0
Benny Miller,90545193906012000,13.0
Elenore Summer,88196196805113522,13.0
Billie Reveles,62612201405115232,13.0
Peter Perry,69488198808051684,13.0
Annie Plaza,34915194909248387,13.0
Travis Mattison,80029196210149976,13.0
Jill Ingram,57193198702249859,13.0
Jerry Haas,93200200705159976,13.0
Martha Senske,35837198307143351,13.0
Shannon Sledge,26818196006278013,13.0
Laura Meekins,20551200804279727,13.0
Daniel Hayes,79707197311115795,13.0
Mary Shaw,95151196512115787,13.0
Andrew Demark,14572200805031326,13.0
Mary Gurley,62802199305199622,13.0
Holly Nagy,19362195709257213,13.0
Ruth Trammell,37159194111141041,13.0
Kelly Androlewicz,69213199506091561,13.0
Stephanie Bland,10853193712237615,13.0
Bonnie Mcferren,30180201403208090,13.0
Larry Cohen,78954199811152427,13.0
Ruth Sherman,92364199501177443,13.0
Hector Mackie,57939200104203173,13.0
Shaunte Holman,97138201905276856,13.0
Mark Malan,33831198501296498,13.0
Ronnie White,69918199711047392,13.0
Victor Millican,11604199707075718,13.0
John Tso,47239201604064435,13.0
Colleen Dexter,94714199701137269,13.0
Leo Overton,99215194307226946,13.0
Ronald Leblanc,19041201110257135,13.0
Quinton Hester,37310201705037852,13.0
Raymond Bose,52124193205136959,13.0
Clarence Colony,96028199302172483,13.0
Sandra Duffy,95627200602044330,13.0
Thomas Lugo,77221194910297361,13.0
Lori Shirey,82314199902056772,13.0
Garry Taylor,17137200308231400,13.0
Christa Juenemann,49522199312222036,13.0
Carmen Moore,59779196207159021,13.0
Wanda Beason,30851196909271575,13.0
Jaime Garcia,47557199808268657,13.0
Catherine Klare,29367195102015665,13.0
Sarah Bingham,31859200312284656,13.0
Arthur Sherrill,40439200808312778,13.0
Sheryl Curtis,51954195108286467,13.0
Eva Rice,13796198610197200,13.0
Kevin Welch,50013200710185962,13.0
Corey Freeman,57544195210158170,13.0
Jerrell Ledford,90166198410194626,13.0
Timothy West,36395195109034625,13.0
Kimberly Martinez,99670193008169368,13.0
Jimmy Vegas,90269196606214878,13.0
Wayne Bishop,96409197608281313,13.0
Diana Kramer,71076199711069785,13.0
Karen Harvey,67833196109015163,13.0
Harry Maxwell,88701193910242005,13.0
Martha Petrarca,70792198707096580,13.0
Kristopher Myers,77525198311213147,13.0
Catherine Barlett,60237195410141276,13.0
Joseph Blenden,37650196906175710,13.0
Mitchell Metzger,62296195511194961,13.0
Gloria Shropshire,53386194908015483,13.0
Robert Perrins,16047199507095784,13.0
Christine Lambert,14408199810209640,13.0
Floyd Huffman,31850198802226179,13.0
Natalia Haygood,68835199409171180,13.0
Pamela Maultsby,59960196404125716,13.0
Teresa Bello,43066199709044448,13.0
Patricia Jenkins,63033194306105721,13.0
Jules Whitman,76287193408075920,13.0
Shelley Herda,55612197503016095,13.0
Ruben Mulroy,60649194207302380,13.0
Benjamin Lane,92246193311071068,13.0
William Strop,57103199607309645,13.0
Roxie Shaw,28227200210173848,13.0
Mary Koslow,16240200401082443,13.0
Doris Gifford,41674201403275347,13.0
Sara Bailey,72258199205209484,13.0
Carol Simmon,85398196510051052,13.0
Jason Hill,60664196708273717,13.0
Norine Cho,72249193609193627,13.0
Jason Terry,49178199108277826,13.0
Lashonda Robinson,76302197708292225,13.0
Karen Graves,37391195712159044,13.0
Megan Maldonado,93531199209265741,13.0
Consuelo Taylor,80388199410227331,13.0
Wendy Jenkins,51611199206206474,13.0
Jaime Mccain,63686198210266141,13.0
Adam Mcelrath,51385198301162533,13.0
Donald Reed,65380197505217443,13.0
Jerry Jonas,11634199109062180,13.0
Evelyn Pastrano,93750199312207441,13.0
Jacob Johnson,91742197705273186,13.0
Sean Erwin,81477198912094299,13.0
Erik Vance,11197198512211539,13.0
John Cox,33550198906066166,13.0
William Castle,11529197411045485,13.0
Kerrie Williams,87081196301254683,13.0
Jason Butler,10298193112168893,13.0
Walter Mcgowan,84711198411097880,13.0
Judy Fischer,14335196011017181,13.0
Joseph Cooper,18049199111038674,13.0
Edward Pollick,71114198606206927,13.0
Jane Hocker,80921195103111468,13.0
Ann Cleary,69442200603026594,13.0
Marie Allen,52672196006025265,13.0
Alison Jordan,43482198905014556,13.0
Isabella Grose,63030194009198438,13.0
Marcia Hamilton,84597199310201753,13.0
Georgette Fitzgibbon,58317201507255458,13.0
Sharie Lindgren,15643193201094400,13.0
Cynthia Griffin,60694198401278388,13.0
Wanda Garcia,83645199007207623,13.0
Jennifer Cabrera,16478200312303273,13.0
Andrew Ducharme,85754199904303331,13.0
Maria Barnes,79631193403244237,13.0
Betty Scott,19070198111061269,13.0
Heather Riley,14507199104269654,13.0
