Name,id_Number,row_Number,seat_Number,auditorium_Number,test_result,score
"Carl Corcoran",54986196703039549,47,63,1,False,79.47041758333333
"Carl Dobson",86232197207197045,3,36,4,False,73.90909979999999
"Carl Gruber",91958200211156800,3,38,4,False,71.91765108333334
"Carl Hale",13616194002255536,17,12,4,False,70.89890749166666
"Carl Hathaway",59811194410138093,64,60,4,False,76.12682965
"Carl Hill",13747200701149445,61,10,4,False,59.800086058333335
"Carl Hoang",80880200708118494,2,9,2,False,81.96141389166667
"Carl Hopkins",88835199707034132,24,13,3,False,81.866737175
"Carl Kjar",79397194401248681,65,52,4,False,63.00590566666666
"Carl Luhn",27676197601139145,65,5,4,False,73.44344045576031
"Carl Mccallion",30862196803313229,37,44,4,NULL,75.91333424166666
"Carl Messano",84236199704208977,18,58,5,False,85.10702655833332
"Carl Morris",94245201102081045,35,19,3,NULL,69.89467855833334
"Carl Nolan",77262194510194619,28,38,4,False,73.44344045576031
"Carl Paulsen",71385193909181960,20,21,1,False,68.2172619
"Carl Perez",89020193804101963,25,33,3,False,60.28054851666666
"Carl Popham",50684196810193212,47,16,4,False,72.71706955833334
"Carl Rayford",22729198012306642,18,22,1,False,67.75833878333333
"Carl Reynolds",85196194206124797,27,14,3,False,65.84622619999999
"Carl Rogoff",64492194406043348,7,21,1,False,65.016854375
"Carl Sanders",83375200911128056,17,1,3,False,69.727885525
"Carl Solem",76316195912318442,39,40,6,False,64.83726645
"Carl Spillett",25301196308232059,58,27,4,False,71.90138186666667
"Carl Starr",90573196403259980,29,55,5,False,68.22087545
"Carl Tucker",19649200906176805,11,65,1,True,81.14189559166667
"Carl Unch",49823200605282115,41,43,4,NULL,83.41888095833333
"Carl Vigo",56293201910032108,30,38,1,False,73.44344045576031
"Carla Evans",99218193710178068,35,8,3,False,73.44344045576031
"Carla Johnson",81980194306256469,17,16,1,NULL,74.19971335
"Carla Juarez",34327199603304162,34,28,1,NULL,73.44344045576031
"Carla Mckinley",54389198307162704,43,46,5,NULL,73.44344045576031
"Carla Morgan",65131193706158977,23,45,3,False,73.44344045576031
"Carla Natale",79612194705167922,8,20,3,False,71.27979117500001
"Carla Williams",57840197706259075,52,33,2,False,76.25339925833333
"Carlene Sneller",72857195510117057,10,43,2,NULL,73.90423716666666
"Carlene Taylor",98576194110116649,54,18,2,NULL,64.14254576666667
"Carlo Merwin",62920196311096676,17,5,4,False,74.1584075
"Carlos Adams",15019198602196450,14,7,6,False,73.44344045576031
"Carlos Anderson",14163198812055758,16,41,2,False,90.17342030833333
"Carlos Busby",96098197904119076,21,42,5,False,67.96211629166666
"Carlos Cummings",36948195504214988,67,52,4,False,73.96156774999999
"Carlos Davis",14742193011057582,46,26,2,False,62.52815931666667
"Carlos Figley",13047196710311938,3,12,4,False,75.75858788333333
"Carlos Fuentes",86320195608081478,18,30,2,False,66.0775247
"Carlos Grant",56661202004306150,17,62,4,False,82.20723075833334
"Carlos Hernandez",27154195901299777,35,3,1,False,69.74473440833333
"Carlos Maraldo",84394193009153725,41,10,1,True,53.819490833333326
"Carlos Mccray",22522197302074362,42,21,2,False,74.61996700833333
"Carlos Mixon",64249201907174620,46,37,4,True,78.58496334166666
"Carlos Mullins",57820198901101326,25,4,1,False,93.10047068333334
"Carlos Paquin",81950193808022649,7,38,3,True,65.60402745
"Carlos Rester",30567201606304396,39,44,5,False,80.01462544166667
"Carlos White",60317197011267620,41,2,4,True,64.93808606666667
"Carlos Wright",71556200901232768,26,51,5,False,91.41566118333333
"Carlton Butler",51037196401101207,37,3,4,False,67.40511719999999
"Carlton Hughes",45359195211242934,31,36,4,False,73.41145603333334
"Carlton Walker",52159199402171168,55,64,2,NULL,73.44344045576031
"Carlton White",50142196403237157,37,22,5,False,67.41955493333333
"Carlyn Emmert",75348201012074504,41,60,4,False,79.01737819166668
"Carma Hall",42483199610233953,25,12,2,False,86.81645053333334
"Carma Shield",86393196206042687,60,39,4,NULL,62.34855033333333
"Carman Mccain",79522196012281974,40,17,4,NULL,75.18376374166667
"Carmela Becraft",82869200806055807,23,60,2,False,83.16828111666666
"Carmella Anderson",40365196204066160,29,35,1,False,72.55440475833333
"Carmelo Bold",57099199604078603,25,33,2,NULL,81.82326005
"Carmen Barrows",92317199808039039,22,52,2,False,82.377343375
"Carmen Campbell",31053198603292825,33,31,5,True,72.225343375
"Carmen Crawley",78007197605056289,54,3,4,False,73.44344045576031
"Carmen Hall",75330200409161981,49,4,4,False,73.44344045576031
"Carmen Harrison",18298196111128221,9,53,5,NULL,73.60646975833333
"Carmen Hazlett",72247201504176322,49,19,1,NULL,74.71405953333333
"Carmen Hernandez",36897200102116688,18,39,1,False,81.86426554166665
"Carmen Lockett",70396201308245089,9,6,1,False,87.36364285
"Carmen Mayo",20357194810185214,10,3,3,False,77.89560439166667
"Carmen Moore",59779196207159021,16,6,2,False,73.44344045576031
"Carmen Simon",93581200204076759,27,42,2,False,79.38408975
"Carmen Tepper",86153198211183775,19,30,5,False,78.74285897499999
"Carmen Weeks",96490195405132872,46,12,4,False,69.95640931666667
"Carmen Wilbur",91558196309206301,23,64,4,True,81.05161539166666
"Carmon Moore",47103201207281935,22,3,2,NULL,81.44247069999999
"Carol Aguilar",38975197401057523,51,45,2,False,73.59838735000001
"Carol Avelar",91650197403233393,28,5,6,False,73.44344045576031
"Carol Barrera",23435201711183081,29,1,1,NULL,81.70815930833334
"Carol Berndt",21513194706222725,43,16,5,False,65.441667575
"Carol Bryant",76691193911099441,30,38,6,False,67.5283443
"Carol Burdette",28267199505314423,31,11,2,False,87.65993495833334
"Carol Burgess",44303195610143972,17,40,3,NULL,70.408552175
"Carol Carter",33714193909155627,24,2,4,False,73.44344045576031
"Carol Corbo",78447197909144889,46,54,2,False,76.90280402500001
"Carol Delgado",46656193211172692,29,8,5,True,59.593752725
"Carol Dennis",39382196805268955,38,34,3,False,72.39172340833333
"Carol Deremer",27864196510207228,24,68,4,False,75.20763094166666
"Carol Dolan",83507199410273697,2,42,6,False,93.07147160000001
"Carol Hall",27796196611159352,17,19,3,False,70.42994595
"Carol Hardwick",64815199205165228,16,63,1,False,68.04598259166667
"Carol Harmon",56862199912123288,21,8,6,False,82.0347738
"Carol Hillis",60512198007098870,60,53,4,False,73.44344045576031
"Carol Holt",94979195209191962,12,13,4,False,75.70480584166667
"Carol Johnson",90643197410282009,12,13,2,False,80.04564925833333
"Carol Johnson",28486196005289637,2,12,3,False,73.44344045576031
"Carol Joseph",83517199412313569,29,56,5,False,73.44344045576031
"Carol Kavanagh",61552193603038863,20,1,3,False,63.385638275
"Carol Lando",18089196607141049,22,16,6,False,71.71886445833333
"Carol Leake",95568200508125519,13,30,6,False,73.44344045576031
"Carol Leif",83038201301256432,16,68,1,False,74.269241725
"Carol Lentz",14195201202219937,23,61,4,False,73.51411539166665
"Carol Mallin",67616196401055725,21,55,5,NULL,72.92380675000001
"Carol Mayhugh",88788195009077374,21,64,1,True,64.156714275
"Carol Mccloud",25895198303115099,36,27,4,NULL,76.02967761666667
"Carol Mcgrath",54718196307087527,44,11,4,NULL,75.97776924166666
"Carol Mynatt",88897200806109005,24,24,4,False,65.68040658333334
"Carol Nelson",83700194809019331,39,30,3,False,71.48331316666666
"Carol Petersen",16506199808218868,2,46,2,False,81.43367855000001
"Carol Pike",50513198203123068,29,34,2,NULL,88.63308975
"Carol Pomerleau",56425199611279492,39,37,1,False,70.78553386666667
"Carol Purington",53271196302199095,54,6,2,False,74.50981044166667
"Carol Richardson",54487200111049528,50,67,4,False,66.45067761666667
"Carol Rufi",69125200412046391,15,30,3,False,73.44344045576031
"Carol Rutan",75683196804044196,31,16,4,False,66.77865198333333
"Carol Sharon",93166196310048313,42,8,1,False,72.96810529999999
"Carol Silvestri",69440196102086671,31,52,5,NULL,69.56168403333334
"Carol Simmon",85398196510051052,17,28,1,False,69.22899081666667
"Carol Smiley",82964201408029337,27,11,5,False,73.44344045576031
"Carol Taylor",98322199203218840,24,57,5,True,78.7232802
"Carol Turnmire",42791201001131557,26,39,2,False,76.79185528333333
"Carol Vazquez",29618195510251151,37,49,1,NULL,69.021784775
"Carol Walker",61473194605251734,7,11,6,False,76.92533879166666
"Carol Williams",60898199905171003,8,43,1,False,77.16311079166667
"Carole Cochran",41650200201301478,12,62,4,True,79.61644594166665
"Carole Dodson",26613200702124517,48,56,1,NULL,90.18884428333334
"Carole Wible",48602200912125614,50,42,2,False,72.55922526666667
"Carolee Beal",88169197409098493,48,43,1,False,80.73768861666667
"Carolina Luna",13432199603084397,53,5,4,False,66.98212635833333
"Carolina Stine",91114198306296830,39,27,3,NULL,69.57928294999999
"Caroline Becker",36269199206189990,36,10,3,False,79.07203385833334
"Caroline Byrd",15520201806241694,62,26,4,NULL,75.94751283333333
"Caroline Maloch",22724196901111009,50,2,1,NULL,73.29713186666666
"Carolyn Anderson",38628193305028971,32,25,4,False,65.45534523333333
"Carolyn Arsenault",26100201405249394,33,6,2,False,73.44344045576031
"Carolyn Bennett",26476200203231658,27,54,2,False,81.23373166666667
"Carolyn Broussard",81688199308145463,9,45,3,False,82.60784616666666
"Carolyn Brown",89469193706075536,35,62,5,False,52.350368108333335
"Carolyn Carlin",95757194606258463,46,8,4,False,60.576996324999996
"Carolyn Charley",54628198607068324,25,59,1,NULL,73.44344045576031
"Carolyn Crane",60153197601286987,50,8,2,True,76.74217399166666
"Carolyn Devore",77630201312172988,18,35,2,False,73.68800181666667
"Carolyn Hufft",85469197906086107,34,37,6,False,89.04126282499999
"Carolyn Kramer",64111195609141145,31,33,6,False,60.68970784166666
"Carolyn Kyger",40857197311306541,57,35,2,False,71.86498166666667
"Carolyn Lawson",77998194101267804,47,47,1,False,64.24971975
"Carolyn Long",34875198103252945,11,49,4,False,75.11117490833334
"Carolyn Markes",18598195304101772,56,59,4,False,75.04545968333333
"Carolyn Marshall",76227201406087481,55,47,4,False,75.44623075833333
"Carolyn Messenger",28303195502056022,47,21,4,True,78.341900175
"Carolyn Murphy",66727193912206508,7,26,2,False,56.538847075
"Carolyn Oliver",69511197903156550,18,48,5,NULL,73.44344045576031
"Carolyn Pena",17499199603201628,14,30,6,False,73.44344045576031
"Carolyn Phillips",40933198903111717,8,32,3,False,79.40353019999999
"Carolyn Plowden",38229198106205613,30,50,4,False,62.73372251666667
"Carolyn Powers",89140201509147453,26,40,5,True,77.76630675833333
"Carolyn Pretti",99382193502132536,44,16,5,False,65.80278110833333
"Carolyn Searcy",98951197711308643,40,21,4,False,74.65267120833333
"Carolyn Tantillo",33945193105281847,2,40,2,False,66.18729118333333
"Carolyn Torres",49229198306164184,68,59,4,False,82.761598875
"Carolyn Voeltner",15167199007273097,15,41,2,NULL,82.35736995833334
"Carolyn Washington",33557197005078776,7,9,5,False,86.220911175
"Carolyn Young",10554199007064852,40,65,1,False,86.52835529999999
"Carrie Arroyo",29653200512297403,8,42,3,NULL,73.44344045576031
"Carrie Cady",88939199412311108,58,47,2,NULL,82.95532965833333
"Carrie Campas",81812201705159189,7,28,3,NULL,76.01329118333334
"Carrie Dobbs",53701193403018665,46,66,4,NULL,60.98110713333333
"Carrie Gronewald",68705199105101227,17,39,3,NULL,94.61721975833333
"Carrie Jackson",93824195605045466,35,63,1,False,71.96083424166667
"Carrie Judge",21067193707134580,14,17,2,NULL,62.16977195833333
"Carrie Matthews",23464201701081636,38,47,4,False,66.44461079166668
"Carrie Rathbone",73756199407234253,31,3,2,False,81.360762825
"Carrie Volkert",66379196312138974,6,45,1,False,74.32255953333333
"Carrie Walker",74855198710046111,33,41,5,False,91.07694231666666
"Carroll Bevis",52346201607161904,12,57,2,True,73.44344045576031
"Carroll Haines",23174196310305958,40,37,4,False,73.44344045576031
"Carroll Lambert",64837194804019016,43,31,4,False,72.49589286666667
"Carter Hearne",92446196512229504,31,38,2,False,74.39650640833334
"Cary Carillo",51342193707201258,48,37,4,False,62.717335158333334
"Cary Garber",75758195111069102,30,2,4,False,71.85528571666666
"Cary Smith",11483194012197871,46,28,1,False,61.06019778333334
"Caryn Cross",45510199202113889,8,42,2,False,94.93089832499999
"Caryn Dale",49809199806285545,17,56,4,NULL,71.06048075
"Casey Do",78202200708245638,40,66,4,False,75.535923075
"Casey Hobdy",43077194608099426,46,7,5,NULL,66.56029761666666
"Casey Iuliucci",10894195807013711,12,24,1,False,74.22610529166667
"Casey Lane",56904196507042842,12,63,2,NULL,75.82808424166667
"Casey Legere",66068201412095010,1,53,5,False,72.16805309166666
"Casey Montalvo",92482200706075064,3,21,2,False,74.34669686666666
"Casey Morgan",30860199302114549,20,45,4,False,77.69447526666666
"Casey Mortimer",82167201309074651,22,16,3,False,64.90376463333332
"Casey Stigers",83301199610177801,41,36,5,NULL,90.16947800833334
"Cassandra Brooks",62190200404285576,17,33,5,False,85.61562269166667
"Cassandra Kinnamon",64103199601271068,24,33,1,False,79.95358515833333
"Cassandra Mckinney",58171196304016190,10,56,4,False,67.54713368333334
"Cassandra Mihelich",86837194202119417,11,4,6,False,63.1950998
"Catalina Cramblit",38673200306155788,52,40,2,True,74.81071154166668
"Catalina Gould",64390199912252070,44,42,5,NULL,82.34891571666667
"Catalina Ogaldez",80357194006139855,53,19,4,False,64.63160713333333
"Catarina Sindelar",14878194212137132,5,23,1,False,76.54255035
"Catherine Addison",73542199001058426,26,18,5,False,81.51789468333332
"Catherine Barlett",60237195410141276,19,61,5,False,84.281586075
"Catherine Baugh",64814196305259725,28,11,1,False,79.80689193333332
"Catherine Branner",34055199710183258,6,53,2,False,84.48136170833334
"Catherine Brickman",82582200302012891,45,59,1,NULL,63.519039375
"Catherine Burch",62045194102272963,9,12,4,False,61.04433696666667
"Catherine Chandler",59369197104093361,26,12,4,False,79.75667489166666
"Catherine Denton",67781199203052408,12,3,1,True,84.01420143333334
"Catherine Harden",98658194107136077,1,5,3,False,69.360997225
"Catherine Howard",91570194904121751,32,19,4,True,65.94060713333333
"Catherine Klare",29367195102015665,13,66,1,NULL,48.07293863333333
"Catherine Landeros",56568201309071148,24,5,6,False,73.44344045576031
"Catherine Mangone",17691198705175964,40,47,4,False,75.99294963333334
"Catherine Mccoy",82503195505217582,6,22,6,True,78.78808334166666
"Catherine Mcgee",67672196506266467,20,5,1,False,67.91210528333333
"Catherine Morein",39321200809282426,27,1,1,NULL,73.92619594166666
"Catherine North",44818193212255723,40,34,4,False,73.44344045576031
"Catherine Pelletier",46046194402278143,9,11,6,False,73.44344045576031
"Catherine Rojas",38492195108047318,34,16,6,True,67.14990109166666
"Catherine Semons",93037198107177290,34,14,5,True,69.37678021666667
"Catherine Singleton",83042198505115604,29,62,2,False,72.345133675
"Catherine Thomas",60833193410116933,13,11,4,False,54.50818221666667
"Catherine Wall",19471197104193229,34,16,5,True,73.44344045576031
"Cathie Gruber",35547194607052194,44,33,2,False,67.05356865833335
"Cathie Klett",40068201710141365,18,47,4,False,73.44344045576031
"Cathleen Belk",14676198512212145,32,9,5,NULL,74.78241758333334
"Cathleen Hammond",62254193704152442,6,31,6,False,63.06256225
"Cathy Collman",41766201809104762,7,15,4,NULL,83.604031125
"Cathy Dolan",83521201901192006,56,53,2,False,66.92195784166667
"Cathy Esquibel",18043197003224108,33,66,1,False,86.70653661666667
"Cathy Grimm",45712199810303261,22,29,3,NULL,83.75187360000001
"Cathy Humes",14043198804144437,64,11,4,NULL,83.97408334166667
"Cathy Javier",71143196509289507,31,8,3,False,74.59285528333334
"Cathy Mabry",29326195408104193,36,20,2,False,77.628792125
"Cathy Mateo",55898198004276561,21,18,2,True,81.15613825833333
"Cathy Nichols",23665193801164960,30,43,2,False,63.925307675
"Cathy Quinones",72727196212225934,20,15,2,False,72.00158515
"Cathy Rollins",80942200411228916,56,52,4,NULL,81.43937819166666
"Cathy Skinner",88762198205188202,34,25,5,False,80.72736445
"Cathy Werner",19902196901122590,6,47,3,False,49.60132050833334
"Cathy Williams",50606199405074366,21,39,4,False,80.30936629166668
"Catrina Archie",83599201011228335,17,21,1,False,77.37225363333333
"Cecelia Sandoval",40694201207193600,7,36,3,False,80.54624542500001
"Cecil Cogliano",90065196402064465,32,34,6,False,78.317199625
"Cecil Hoffman",43267199211207741,9,42,2,False,77.40145693333334
"Cecil Melgar",52405193112077880,64,23,4,False,53.71671794166667
"Cecil Mills",35870193509147000,43,19,1,False,63.481196866666664
"Cecil Taplin",38875196810319319,12,32,5,False,86.07313735
"Cecil Williams",72605194201126125,21,35,1,False,52.429518308333336
"Cecile Blount",85285201512074242,51,54,2,False,82.50825183333332
"Cecile Lederman",85479194908187418,27,58,5,False,67.917166675
"Cecile Morgan",30430193808182374,36,60,1,False,66.25820968333333
"Cecile West",50595195007095253,35,47,1,False,62.34872618333333
"Cecilia Nutting",24735198709039868,56,21,2,NULL,75.41041118333334
"Cedric Owen",25970198905146666,19,33,1,NULL,73.72437635
"Cedrick Pack",82248198110294737,26,36,5,False,80.02520785833333
"Cedrick Riggs",87501193301178858,26,22,5,NULL,51.25001005833333
"Celesta Wilson",18833200307269014,13,35,5,False,83.27825001666666
"Celeste Cruz",33644200005102483,50,51,1,False,83.40366209166667
"Celeste Dagostino",36423194908159687,19,60,4,False,67.68676189166666
"Celeste Starr",31306196101218207,42,40,6,True,82.72756225
"Celia Blythe",76567195211199454,1,38,1,False,73.44344045576031
"Celia Fossett",71280193112171308,8,43,2,False,56.87666117500001
"Celia Gage",52837194512055697,20,20,1,False,62.288267375000004
"Celia Hightower",98794195110229927,43,44,5,False,67.098630025
"Celia Knight",98238196110111462,15,59,1,True,73.44344045576031
"Celia Williams",37014198004041150,2,33,5,False,84.13166848333333
"Cesar Turner",69638194302068896,19,26,5,NULL,66.4611749
"Chad Carpenter",85962201011165359,5,30,4,False,84.25638550833334
"Chad Colon",87624195212076754,45,16,5,False,67.22764742499999
"Chad Creech",20802195205023495,26,57,4,False,58.69140930833334
"Chad Goicoechea",82753198609272743,27,37,2,NULL,83.44725640833333
"Chad Gonzalez",97529193511246145,25,68,4,False,73.44344045576031
"Chad Johnston",86646194107252544,41,44,2,False,73.24730308333334
"Chad Leon",13829198303186310,15,38,4,False,75.79159978333333
"Chad Robards",51109200506102212,20,9,1,False,83.99612179166667
"Chad Sandate",60298196407276971,7,17,3,NULL,72.38219137499999
"Chad Sellers",32984198009097247,20,33,3,False,82.69709155833334
"Chad Tamburri",65215201502033319,41,56,1,NULL,86.64607416666668
"Chad Welchel",37011200504298322,24,18,1,False,73.44344045576031
"Chad Zevallos",68415199703198046,19,54,1,NULL,73.44344045576031
"Chance Amaya",71244196002119913,38,48,2,NULL,75.41053571666667
"Chandra Nordes",45483202001167844,12,20,4,False,89.24488642499999
"Chang Robertson",35461196207247944,12,56,5,False,73.44344045576031
"Chantal Perez",87269200301293417,43,62,2,False,68.534978925
"Chantelle Maher",17209194007074936,43,15,5,False,74.850883675
"Charity Howe",19911195807089977,36,8,4,False,69.63198900833333
"Charity Starzyk",82619199604106132,33,30,2,False,69.65191849166666
"Charlene Jernigan",82660195708215659,3,38,6,False,72.69370695
"Charlene Jones",84761199211125748,9,28,3,False,93.19721243333333
"Charlene Knop",39870198102224538,15,6,6,False,77.42335714166666
"Charlene Lane",79398200907179837,67,17,4,False,70.47908789166667
"Charlene Morrow",92819200304052438,18,37,2,NULL,78.05086080000001
"Charlene Smith",11782201705104655,17,54,4,False,66.29475545833333
"Charlene Thompson",41639201108239502,40,10,2,False,82.49588826666667
"Charles Albury",89439195106139686,25,40,4,False,73.145198725
"Charles Anderson",74069197505262692,27,52,2,False,73.44344045576031
"Charles Aslanian",57729200712319904,34,51,1,True,81.16670236666667
"Charles Baker",88483193404163512,13,4,2,NULL,69.66520878333333
"Charles Bayers",87506197002054148,17,56,5,False,69.14165658333333
"Charles Beach",71060200010162138,21,52,1,False,83.74585620833334
"Charles Beaudette",28685198109165192,35,38,3,False,83.67477471666666
"Charles Beck",98703199603177211,60,43,4,False,73.44344045576031
"Charles Bowers",10312200610304973,39,9,3,NULL,82.31382691666667
"Charles Brady",94418197106176527,20,9,3,False,73.44344045576031
"Charles Brown",45547193508141187,32,9,4,NULL,57.068844283333334
"Charles Broyles",12130199609236528,31,27,4,True,93.21697250833334
"Charles Bryant",86897198609129079,45,41,4,False,80.17784615
"Charles Burke",66319195407292216,5,18,3,False,63.26339286666667
"Charles Byars",71357199912084227,27,4,3,False,73.694751825
"Charles Cadena",34179201610133876,47,22,2,False,67.99581683333334
"Charles Caldwell",11715193112067375,38,10,4,NULL,66.76798900833333
"Charles Cardwell",87683193103119473,14,45,3,False,59.861309525
"Charles Carr",10568197806241336,19,9,4,True,76.50638368333334
"Charles Castellano",62190199910195304,9,25,6,NULL,85.74222435
"Charles Cathcart",14878195902228048,24,17,1,False,73.44344045576031
"Charles Clements",51602197406267934,30,32,5,False,80.80376554166666
"Charles Cockrell",86920199008043509,19,7,3,False,83.18640931666667
"Charles Collins",46550198009172402,11,34,2,False,83.24358055833333
"Charles Conners",89534199901301452,10,33,3,False,69.68227836666668
"Charles Cook",51378200201114550,7,56,4,False,82.17024173333334
"Charles Craddock",15672194411071960,25,53,4,False,62.18561353333334
"Charles Crowder",94087196704165966,4,16,1,NULL,72.23523441666666
"Charles Cunniff",50750199707258401,11,57,5,False,81.53479028333334
"Charles Cunningham",52412200809074956,44,9,2,False,80.901537525
"Charles Davenport",24281195409114518,37,39,2,False,70.31219963333332
"Charles Davis",42345199802193331,45,54,4,NULL,65.72963641666666
"Charles Davis",83565201803236835,34,11,1,True,79.97752928333334
"Charles Dawson",86061193912142901,42,22,1,False,59.70797069999999
"Charles Doherty",50661198406177591,31,7,5,False,66.31994779166665
"Charles Dye",29254194002158449,46,48,5,False,63.88223166666667
"Charles Edwards",68591201605165628,68,52,4,False,71.3997802
"Charles Fellin",45719196506293084,42,5,4,False,79.83050363333334
"Charles Ferguson",39634194707236040,19,23,4,False,66.739107125
"Charles Fernberg",99571198301176405,24,20,4,NULL,67.82952285833333
"Charles Garcia",29699197907208187,10,44,4,NULL,67.950543025
"Charles Giannakopoulo",87223199608047244,7,43,3,NULL,66.56897800833333
"Charles Griffin",22912195410115421,23,55,1,False,64.17975455833333
"Charles Hafferkamp",43989196801169283,32,10,4,True,73.44344045576031
"Charles Hamilton",17186194610126042,4,4,4,False,72.7239304
"Charles Harris",50095201608043143,57,3,4,NULL,75.97296884166667
"Charles Harris",58481200112199626,53,5,2,True,84.67962544166666
"Charles Holden",88293199802122257,6,21,1,False,91.58015657499999
"Charles Hornback",86507197907268686,18,24,2,NULL,73.71181409166667
"Charles Howe",57733201712215178,12,6,2,False,80.018762825
"Charles Hudgens",37939193603085540,57,27,2,NULL,59.13782050833334
"Charles Hughes",13996198111109219,11,67,1,False,80.11970054166666
"Charles Javier",87927193303115779,54,43,2,NULL,57.68676374166667
"Charles Jennings",52743194602083940,25,3,2,NULL,66.86155218333334
"Charles Jensen",72734195503296531,37,63,1,False,68.22062726666667
"Charles Johnson",42309194801012283,26,37,4,NULL,74.59834889166666
"Charles Jones",31865197505065624,4,20,2,NULL,75.456187725
"Charles Jordan",78593201407255881,49,67,1,False,74.00350364166665
"Charles Kaylor",41036200807219902,26,35,6,True,67.36932506666666
"Charles Kelley",19823193012259717,35,2,3,False,56.72617309166667
"Charles Killion",46265197404107928,59,13,2,True,86.10214284999999
"Charles Kissinger",75912199211287032,49,49,1,False,81.36160528333333
"Charles Lamb",63476198603284353,59,8,2,False,75.81254667500001
"Charles Landers",98129194509125903,52,37,4,True,69.53390840833333
"Charles Lanning",52247194312241505,21,42,2,False,66.53198166666667
"Charles Larson",13841194205289852,12,26,6,False,49.76593590833333
"Charles Lester",79303199303172330,8,12,4,True,73.44344045576031
"Charles Limon",52696198202158808,9,24,6,False,73.34157965833333
"Charles Lopez",28204201512064323,50,32,2,False,67.67335070833333
"Charles Lore",78486193511276114,38,8,4,False,64.03779576666668
"Charles Lowery",25024197109198844,12,28,2,False,62.393495408333344
"Charles Mack",47258199311163306,31,56,4,NULL,86.77146154166667
"Charles Mandel",60625198006269889,43,12,5,NULL,73.44344045576031
"Charles Mariani",70287194704158394,44,1,4,False,74.50094502500001
"Charles Mars",36159199907116788,48,49,1,NULL,91.23988826666667
"Charles Mcclard",88201195805077327,30,17,2,False,73.44344045576031
"Charles Meadows",53767199901161342,27,13,1,False,85.01722891666667
"Charles Mersch",63928199306092125,37,47,1,NULL,87.81578021666667
"Charles Miller",37216195305135612,35,4,1,NULL,71.90924540833333
"Charles Moore",45020193309306534,14,12,1,False,72.058531125
"Charles Moore",99134195101248480,43,40,4,False,59.090150183333336
"Charles Morris",21386197609289299,46,59,2,True,72.524496325
"Charles Netolicky",10938195506112875,40,43,2,False,72.46487085833333
"Charles Neumann",30660195501183980,29,53,1,False,65.7251172
"Charles Niebaum",27821198608045042,1,23,6,NULL,92.4737445
"Charles North",49571195103227275,29,37,3,False,53.77797160833334
"Charles Peckham",91046201511246644,18,20,2,False,78.43074265
"Charles Perez",58362197409205758,51,48,4,NULL,80.74894136666667
"Charles Perry",18134196708046310,11,57,1,False,75.667485325
"Charles Petty",54047199703281684,53,56,4,NULL,78.8547207
"Charles Phillips",67129197301239507,16,11,3,False,82.91216571666666
"Charles Ponder",53544200004283494,40,5,4,False,81.18025733333334
"Charles Purvis",27552198611029463,29,66,1,False,73.44344045576031
"Charles Rasset",89568196808268009,19,31,6,NULL,80.82460069166667
"Charles Richardson",54085193209236709,28,54,2,NULL,65.59716023333333
"Charles Rina",60525195808045252,21,1,1,False,73.44344045576031
"Charles Roberts",89386196902243820,19,15,3,False,79.00840290833334
"Charles Royals",47378201309065739,45,21,1,False,84.40302654166668
"Charles Salazar",93832193910248402,38,18,2,False,63.34464193333332
"Charles Sawtelle",84592193408095924,43,47,5,False,73.44344045576031
"Charles Scott",27830195408123036,21,57,5,NULL,67.06287086666667
"Charles Smith",85646196602074868,39,62,1,False,66.98193131666667
"Charles Smith",11589198508143725,4,54,2,False,81.05227564166665
"Charles Spade",54333201411211970,60,19,4,True,86.12988551666668
"Charles Sparks",35270193301161636,41,41,1,False,64.60153753333333
"Charles Sparrow",65358194211114723,15,54,2,False,77.55056225833333
"Charles Stokes",99686200809231994,34,53,4,False,72.26543403333334
"Charles Swanger",71296194608079281,34,17,2,False,66.22164558333333
"Charles Taylor",56993198501289824,4,13,1,False,86.47239101666666
"Charles Thompson",94605198711096888,8,1,4,False,81.26030219166667
"Charles Tillman",24080195106166505,6,19,5,NULL,62.844305850000005
"Charles Tolliver",85355196611157096,18,13,4,False,67.11709339166667
"Charles Waddell",16627201807199760,8,40,4,True,73.20688918333332
"Charles Wagner",70438198503125547,26,40,4,NULL,81.7462216
"Charles Walls",61444199408104708,40,39,5,False,85.684205125
"Charles Weinstein",91189199304026526,31,21,2,False,80.8040943
"Charles Williams",76576194707098327,11,9,6,False,62.78550731666667
"Charles Williams",73883200309165397,7,8,6,False,73.44344045576031
"Charles Williams",72062194809113028,24,65,4,False,68.26099905833334
"Charles Wilson",75935198702175831,24,62,1,False,81.517399275
"Charles Wynne",41493194708071891,34,15,4,False,72.47458696666666
"Charles Zeches",38222197710302951,39,43,4,NULL,64.56258146666667
"Charles Zender",86179196007043298,30,22,2,False,57.15620513333333
"Charlie Brown",82412198403293976,10,62,5,False,64.573569575
"Charlie Buck",12567201804139637,34,40,1,False,65.11708975833334
"Charlie Burchill",27297197910304632,26,17,6,False,88.47746794166667
"Charlie Edwardson",34611200705023928,20,55,2,False,83.64589925833333
"Charlie Gardner",28795198202044480,11,22,6,NULL,70.20294778333334
"Charlie Griffin",89750199202149234,60,52,4,False,73.44344045576031
"Charlie Henderson",11425198905297334,60,25,4,NULL,86.95158424166667
"Charlie Maze",54775200012275280,1,14,3,NULL,87.4434762
"Charlie Plancarte",23629198309188756,60,6,4,NULL,78.804645575
